suburb,rooms,type,price,method,maintenance_score,seller_g,bedroom2,bathroom,car,building_area,council_area,region_name,size_class
Alphington,4,h,757337.0,SP,5,Jellis,4.0,2.0,2.0,343.0,Darebin City Council,Northern Metropolitan,large
Alphington,3,h,1310000.0,S,5,Jellis,2.0,2.0,1.0,538.0,Darebin City Council,Northern Metropolitan,extra-large
Alphington,3,h,570000.0,VB,0,Thomas,1.0,1.0,0.0,319.0,Darebin City Council,Northern Metropolitan,large
Alphington,3,h,1165000.0,S,0,Barry,3.0,1.0,2.0,59.0,Darebin City Council,Northern Metropolitan,tiny
Alphington,2,u,530000.0,S,3,Jellis,2.0,1.0,0.0,434.0,Darebin City Council,Northern Metropolitan,extra-large
Alphington,4,h,1900000.0,SP,2,McGrath,4.0,2.0,2.0,272.0,Darebin City Council,Northern Metropolitan,large
Alphington,5,h,223937.0,SN,5,Nelson,5.0,2.0,2.0,211.0,Darebin City Council,Northern Metropolitan,medium
Alphington,3,h,1485000.0,SP,9,McGrath,3.0,0.0,0.0,263.0,Darebin City Council,Northern Metropolitan,large
Alphington,4,h,1950000.0,S,8,Jellis,4.0,2.0,3.0,210.0,Darebin City Council,Northern Metropolitan,medium
Altona,3,h,520000.0,VB,9,Greg,3.0,2.0,1.0,242.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,5,h,1525000.0,S,1,Greg,5.0,3.0,3.0,268.0,Hobsons Bay City Council,Western Metropolitan,large
Altona,2,t,720000.0,S,9,hockingstuart,2.0,1.0,2.0,125.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,h,1120000.0,S,2,Barlow,3.0,1.0,2.0,120.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,4,h,780000.0,PI,6,Sweeney,4.0,1.0,4.0,51.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,4,h,1780000.0,SP,10,Greg,4.0,3.0,6.0,220.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,3,u,630000.0,S,6,Barlow,2.0,1.0,2.0,94.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,2,u,406000.0,SP,8,hockingstuart,2.0,1.0,1.0,234.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,3,h,660000.0,VB,4,Greg,3.0,1.0,1.0,123.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,h,683500.0,S,6,Greg,3.0,1.0,1.0,23.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,2,u,540000.0,VB,1,hockingstuart,1.0,1.0,0.0,317.0,Hobsons Bay City Council,Western Metropolitan,large
Altona,2,u,580000.0,S,9,Barlow,2.0,1.0,1.0,93.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,1335000.0,S,3,hockingstuart,3.0,1.0,4.0,22.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,t,800000.0,SP,7,hockingstuart,3.0,2.0,2.0,527.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,2,u,510000.0,S,3,Village,2.0,1.0,1.0,76.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,4,h,1070000.0,S,9,Barlow,4.0,2.0,2.0,385.0,Hobsons Bay City Council,Western Metropolitan,large
Altona,2,u,425000.0,S,6,hockingstuart,2.0,1.0,2.0,57.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,u,605000.0,S,2,Jas,3.0,2.0,2.0,321.0,Hobsons Bay City Council,Western Metropolitan,large
Altona,3,t,705000.0,S,6,hockingstuart,3.0,2.0,2.0,152.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,2,u,391000.0,SP,1,Greg,2.0,1.0,1.0,65.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,2,u,440000.0,SP,3,hockingstuart,2.0,1.0,1.0,433.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,4,h,845000.0,S,10,hockingstuart,4.0,1.0,2.0,130.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,h,766000.0,S,2,Williams,2.0,1.0,1.0,113.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,t,743000.0,SP,3,Gunn&Co,3.0,2.0,2.0,176.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,3,t,650000.0,SP,0,Williams,2.0,2.0,0.0,152.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,u,730000.0,SP,9,Barlow,3.0,2.0,1.0,141.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,t,916500.0,S,3,hockingstuart,1.0,2.0,1.0,204.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,3,h,635000.0,S,1,Sweeney,3.0,1.0,4.0,179.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,2,u,620000.0,SP,9,hockingstuart,2.0,1.0,1.0,301.0,Hobsons Bay City Council,Western Metropolitan,large
Altona,2,u,447000.0,S,8,Burnham,2.0,1.0,1.0,77.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,u,730000.0,SP,3,Barlow,3.0,2.0,1.0,130.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,h,678000.0,S,2,hockingstuart,3.0,1.0,2.0,87.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,2,u,580000.0,PI,0,Biggin,2.0,2.0,1.0,76.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,712000.0,S,7,hockingstuart,3.0,1.0,2.0,73.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,840000.0,SP,4,Greg,3.0,2.0,2.0,136.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,3,h,980000.0,S,10,Barlow,3.0,1.0,2.0,598.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,4,h,1000000.0,S,8,Barlow,1.0,1.0,1.0,592.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,3,t,605100.0,S,9,hockingstuart,3.0,2.0,0.0,417.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,3,h,880000.0,PI,1,Barlow,3.0,3.0,1.0,484.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,3,u,577000.0,S,5,Williams,3.0,2.0,1.0,113.0,Hobsons Bay City Council,Western Metropolitan,small
Altona,4,h,709147.0,SN,1,hockingstuart,4.0,2.0,3.0,422.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,4,h,1030000.0,S,6,Barlow,4.0,1.0,0.0,517.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,3,u,605000.0,S,6,Barlow,3.0,1.0,2.0,46.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,685000.0,S,3,Barlow,1.0,1.0,0.0,513.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,2,u,1117133.0,PI,0,Point,2.0,1.0,1.0,58.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,753000.0,S,10,Barlow,3.0,2.0,2.0,486.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,2,h,857000.0,SP,3,hockingstuart,2.0,2.0,1.0,100.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,1500000.0,S,0,Barlow,3.0,1.0,1.0,445.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,3,u,730000.0,SP,10,Barlow,3.0,2.0,1.0,3.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona,3,h,900000.0,S,2,Sweeney,3.0,1.0,4.0,327.0,Hobsons Bay City Council,Western Metropolitan,large
Altona,3,h,740000.0,S,6,Greg,3.0,1.0,2.0,181.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona,4,h,931000.0,S,1,Sweeney,4.0,2.0,3.0,544.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona,2,h,535600.0,SP,4,Compton,2.0,1.0,1.0,91.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,313010.0,SP,8,Williams,3.0,1.0,1.0,108.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,5,h,1085000.0,S,2,FN,5.0,3.0,6.0,251.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,781000.0,S,5,Jas,3.0,1.0,2.0,117.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,h,857500.0,S,3,hockingstuart,1.0,2.0,1.0,556.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,4,h,960000.0,S,6,Sweeney,1.0,1.0,0.0,275.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,750000.0,SP,9,Jas,3.0,1.0,3.0,419.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,2,t,421000.0,S,2,hockingstuart,2.0,1.0,1.0,77.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,1405000.0,S,7,Sweeney,3.0,1.0,3.0,212.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,2,h,1125588.0,S,0,hockingstuart,1.0,1.0,0.0,532.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,683000.0,S,4,FN,3.0,1.0,2.0,167.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,1168388.0,SN,9,Barry,2.0,2.0,0.0,562.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,623000.0,S,8,Sweeney,3.0,1.0,3.0,450.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,720000.0,VB,0,Greg,3.0,2.0,1.0,130.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,t,780000.0,S,10,hockingstuart,2.0,2.0,0.0,456.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,u,720000.0,S,7,hockingstuart,2.0,2.0,1.0,541.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,705000.0,SP,3,Village,1.0,2.0,0.0,283.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,588000.0,S,8,Williams,3.0,1.0,1.0,118.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,h,720000.0,VB,8,hockingstuart,2.0,1.0,1.0,409.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,710000.0,PI,5,Village,3.0,1.0,3.0,116.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,2,h,550000.0,SP,6,RT,2.0,2.0,0.0,85.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,u,640000.0,VB,10,hockingstuart,2.0,2.0,1.0,487.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,537500.0,SP,9,hockingstuart,2.0,2.0,0.0,360.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,4,t,620163.0,PN,10,Williams,2.0,2.0,1.0,345.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,4,h,875000.0,SP,0,Jas,3.0,1.0,4.0,169.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,800000.0,S,10,Barlow,1.0,1.0,0.0,525.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,t,713500.0,S,3,Greg,2.0,1.0,0.0,314.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,4,h,879032.0,PN,9,hockingstuart,4.0,2.0,5.0,196.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,700000.0,VB,7,Jas,3.0,1.0,3.0,463.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,2,h,551000.0,SP,8,RT,2.0,2.0,1.0,403.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,685000.0,SP,4,Greg,2.0,1.0,1.0,471.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,2,t,640000.0,S,7,Williams,2.0,1.0,1.0,133.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,h,650000.0,SP,6,Williams,4.0,1.0,4.0,136.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,3,h,925000.0,SP,0,RT,1.0,2.0,0.0,454.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,402692.0,PI,4,RT,2.0,2.0,1.0,513.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,2,h,723497.0,PI,0,Greg,2.0,1.0,1.0,593.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,t,670000.0,VB,10,Greg,2.0,2.0,1.0,179.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,680000.0,SP,6,Hunter,2.0,1.0,1.0,291.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,765000.0,S,9,Greg,2.0,1.0,0.0,547.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,675000.0,S,9,hockingstuart,3.0,2.0,2.0,109.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,3,h,708000.0,S,1,Greg,3.0,1.0,2.0,97.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,t,656000.0,SP,1,Gunn&Co,1.0,2.0,0.0,565.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,4,h,883000.0,S,9,hockingstuart,1.0,1.0,1.0,76.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,4,h,965000.0,SP,0,Gunn&Co,4.0,1.0,4.0,29.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,870000.0,S,0,Hunter,2.0,1.0,1.0,316.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,681000.0,PI,10,Village,1.0,1.0,0.0,249.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,2,h,522500.0,SA,6,hockingstuart,1.0,1.0,0.0,100.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,5,h,972000.0,S,0,Sweeney,2.0,2.0,1.0,493.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,t,590000.0,PI,4,RT,1.0,1.0,0.0,314.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,2,h,450000.0,PI,4,RT,1.0,2.0,0.0,32.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,765000.0,S,2,Greg,1.0,2.0,0.0,556.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,750000.0,VB,0,Greg,2.0,2.0,0.0,360.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,680000.0,S,7,Sweeney,3.0,1.0,3.0,531.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,1,u,1137471.0,PI,9,hockingstuart,1.0,1.0,1.0,46.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,2,t,510000.0,SP,9,Williams,2.0,2.0,1.0,229.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,770000.0,SP,10,hockingstuart,3.0,1.0,3.0,603.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,923000.0,S,3,Greg,3.0,1.0,2.0,593.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,4,h,693000.0,SP,2,Raine&Horne,4.0,2.0,4.0,170.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,620000.0,SP,1,Hunter,5.0,2.0,2.0,100.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,800000.0,S,2,Buxton,2.0,1.0,1.0,398.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,728500.0,S,5,Jas,3.0,1.0,1.0,157.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,3,h,931000.0,S,0,hockingstuart,3.0,2.0,1.0,160.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,3,h,988000.0,S,4,Sweeney,3.0,1.0,4.0,458.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,590000.0,SP,10,RT,2.0,1.0,1.0,451.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,590000.0,S,10,Village,3.0,1.0,2.0,275.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,2,h,610000.0,S,0,RT,2.0,1.0,2.0,191.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,2,h,377490.0,PI,6,Jas,2.0,2.0,0.0,345.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,815000.0,S,3,hockingstuart,3.0,2.0,3.0,130.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,h,970000.0,S,10,Greg,4.0,1.0,2.0,132.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,h,840000.0,S,4,hockingstuart,1.0,1.0,1.0,56.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,840000.0,S,3,Sweeney,2.0,1.0,0.0,161.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,4,h,760000.0,S,2,Hunter,4.0,1.0,3.0,374.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,3,h,852500.0,S,2,RT,1.0,1.0,1.0,462.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,4,t,847500.0,S,7,RT,4.0,3.0,1.0,431.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,4,h,1200000.0,SP,2,RT,4.0,1.0,4.0,158.0,Hobsons Bay City Council,Western Metropolitan,small
Altona North,3,h,630000.0,S,0,RT,2.0,1.0,1.0,536.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,456549.0,PI,3,Hunter,2.0,2.0,1.0,482.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,700000.0,SP,2,Hunter,3.0,1.0,1.0,248.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,625000.0,PI,3,Hunter,3.0,1.0,1.0,318.0,Hobsons Bay City Council,Western Metropolitan,large
Altona North,2,u,292000.0,S,2,Jas,2.0,1.0,1.0,70.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,t,640000.0,PI,8,hockingstuart,1.0,1.0,1.0,489.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,800000.0,SP,8,RT,1.0,1.0,0.0,54.0,Hobsons Bay City Council,Western Metropolitan,tiny
Armadale,3,h,1130323.0,S,4,RT,2.0,1.0,1.0,83.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,599000.0,S,8,Jellis,2.0,1.0,1.0,76.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,550000.0,VB,3,Noel,2.0,1.0,0.0,111.0,Stonnington City Council,Southern Metropolitan,small
Armadale,3,u,995000.0,S,8,Marshall,3.0,2.0,2.0,100.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,3,t,1205000.0,S,10,Jellis,3.0,2.0,2.0,105.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,3,h,1082302.0,S,2,Jellis,3.0,2.0,2.0,168.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,3,h,2675000.0,S,3,Marshall,1.0,1.0,0.0,461.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,3,h,1939000.0,S,2,Jellis,3.0,2.0,2.0,150.0,Stonnington City Council,Southern Metropolitan,small
Armadale,1,u,421500.0,S,4,Biggin,1.0,1.0,0.0,365.0,Stonnington City Council,Southern Metropolitan,large
Armadale,2,u,585000.0,SP,4,hockingstuart,1.0,1.0,1.0,490.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,3,h,2050000.0,S,6,Marshall,1.0,2.0,0.0,245.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,3,h,1870000.0,S,1,Hodges,3.0,1.0,1.0,116.0,Stonnington City Council,Southern Metropolitan,small
Armadale,4,h,594993.0,SN,6,Thomson,4.0,2.0,1.0,45.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,678000.0,S,1,hockingstuart,2.0,1.0,2.0,576.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,2,h,923209.0,PI,5,Marshall,2.0,1.0,1.0,354.0,Stonnington City Council,Southern Metropolitan,large
Armadale,3,h,273669.0,S,0,Jellis,1.0,1.0,0.0,531.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,3,t,1918000.0,SP,7,Jellis,3.0,2.0,2.0,165.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,1,u,1035853.0,SP,4,hockingstuart,1.0,1.0,0.0,207.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,2,u,660000.0,SP,2,hockingstuart,2.0,1.0,1.0,584.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,3,h,2050000.0,S,2,Marshall,3.0,2.0,1.0,116.0,Stonnington City Council,Southern Metropolitan,small
Armadale,4,h,1144411.0,S,1,RT,1.0,2.0,1.0,80.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,1041435.0,SP,3,hockingstuart,2.0,1.0,1.0,65.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,700000.0,VB,10,Jellis,2.0,1.0,2.0,22.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,3625000.0,S,6,Jellis,3.0,2.0,2.0,278.0,Stonnington City Council,Southern Metropolitan,large
Armadale,4,h,3000000.0,VB,7,Jellis,4.0,2.0,2.0,542.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,2,h,1930000.0,S,4,Jellis,2.0,1.0,0.0,272.0,Stonnington City Council,Southern Metropolitan,large
Armadale,5,h,1525000.0,PI,9,Jellis,8.0,2.0,2.0,199.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,4,h,396851.0,S,7,Marshall,4.0,1.0,2.0,105.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,3,u,735000.0,PI,0,Marshall,3.0,2.0,1.0,14.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,2,u,825000.0,S,7,Jellis,2.0,1.0,1.0,345.0,Stonnington City Council,Southern Metropolitan,large
Armadale,3,t,1586000.0,S,4,RT,2.0,2.0,2.0,195.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,4,h,1013821.0,S,10,Jellis,4.0,2.0,2.0,176.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,3,t,1057032.0,S,10,Jellis,2.0,2.0,1.0,158.0,Stonnington City Council,Southern Metropolitan,small
Armadale,2,u,696880.0,S,4,hockingstuart,2.0,1.0,1.0,65.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,5,h,248537.0,S,1,Marshall,1.0,1.0,1.0,461.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,2,u,645000.0,S,8,Marshall,3.0,1.0,1.0,402.0,Stonnington City Council,Southern Metropolitan,large
Armadale,1,h,1435000.0,SP,1,Jellis,2.0,2.0,1.0,107.0,Stonnington City Council,Southern Metropolitan,small
Armadale,4,h,783877.0,SN,9,hockingstuart,3.0,4.0,2.0,292.0,Stonnington City Council,Southern Metropolitan,large
Armadale,1,u,280000.0,PI,9,hockingstuart,1.0,1.0,1.0,38.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,1,u,400000.0,PI,7,hockingstuart,1.0,1.0,1.0,597.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,4,h,1064974.0,SP,2,Jellis,4.0,2.0,2.0,208.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,2,h,1780000.0,S,1,Marshall,2.0,2.0,2.0,574.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,3,h,236843.0,SP,9,Jellis,3.0,2.0,0.0,204.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,2,u,592500.0,S,9,hockingstuart,2.0,1.0,1.0,73.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,3,h,669092.0,S,7,Jellis,3.0,2.0,1.0,143.0,Stonnington City Council,Southern Metropolitan,small
Armadale,2,h,1210000.0,S,6,Marshall,2.0,1.0,0.0,96.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,4,h,2801000.0,S,6,Marshall,4.0,2.0,2.0,222.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,3,u,209647.0,SP,8,Marshall,3.0,2.0,3.0,203.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,3,h,1188481.0,S,9,Jellis,2.0,2.0,2.0,146.0,Stonnington City Council,Southern Metropolitan,small
Armadale,3,h,422163.0,SN,1,Gary,3.0,2.0,1.0,182.0,Stonnington City Council,Southern Metropolitan,medium
Armadale,1,u,390000.0,S,1,Jellis,1.0,1.0,0.0,214.0,Stonnington City Council,Southern Metropolitan,medium
